"ACTFIBERNET_AS131269","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"AIRTEL-BHARTI_AS9498","0","0","0","3","0","0","0","0","5","1","0","0","0","0","0","0","0","0","0","0","3","0","0","3","0","1","0","0","0","0","0"
"AIRTEL-GPRS_AS45609","57","60","60","56","52","55","16","8","11","20","30","15","11","25","20","32","32","33","33","68","96","100","104","103","92","90","90","87","88","86","0"
"AIRTEL-TELE_AS24560","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"BSNL_AS9829","76","81","73","88","81","76","74","68","60","59","63","60","56","61","57","59","64","84","61","58","67","45","19","55","56","53","55","44","48","47","0"
"HATHWAY_AS17488","8","8","8","8","8","8","8","6","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","4","0","0","0","0"
"IDEA_AS45271","4","4","4","4","4","4","4","2","2","4","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0"
"JIO_AS55836","0","0","0","2","0","0","0","0","0","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"MTNL_AS17813","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"R-COM_AS18101","3","5","4","1","8","1","0","6","0","0","0","5","5","4","16","10","4","4","4","16","3","5","10","4","4","10","238","36","34","37","0"
"SIFY_AS9583","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"TATA_AS4755","0","1","0","0","0","0","0","0","4","2","0","0","1","0","0","0","0","0","0","0","0","1","2","0","0","0","0","0","0","0","0"
"TATA-TELE_AS45820","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"T-COM-2_AS10199","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"T-COM_AS17908","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"VODAFONE_AS38266","13","4","4","6","12","2","0","0","0","0","3","4","1","0","0","4","0","0","9","0","0","0","0","9","1","4","0","6","0","0","0"
"VODA-IDEA_AS55410","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","4","4","4","4","4","4","0"
"YOU-BROAD_AS18207","5","0","0","0","0","0","0","0","0","0","0","26","0","0","0","0","20","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
