"ACTFIBERNET_AS131269","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"AIRTEL-BHARTI_AS9498","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","2","0","0","0","0","13","0"
"AIRTEL-GPRS_AS45609","48","48","54","48","40","40","40","40","40","40","42","40","40","34","44","56","59","50","59","100","33","30","10","8","17","18","4","0","0","0","0"
"AIRTEL-TELE_AS24560","0","0","0","0","0","0","0","0","0","0","4","4","7","14","18","16","16","13","12","12","12","12","12","12","12","12","12","12","12","12","0"
"BSNL_AS9829","1","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","2","7","0","0","2","0","0","24","0","5","4","4","2","0"
"HATHWAY_AS17488","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"IDEA_AS45271","0","0","9","0","0","0","0","0","0","0","10","4","4","4","4","4","4","4","4","4","4","4","4","4","3","0","0","0","0","0","0"
"JIO_AS55836","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"MTNL_AS17813","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0"
"R-COM_AS18101","4","4","4","4","4","4","4","4","4","56","8","4","0","3","0","0","0","5","6","0","14","48","48","51","76","0","0","0","0","0","0"
"SIFY_AS9583","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"TATA_AS4755","4","4","4","4","4","4","3","10","7","5","4","4","4","10","4","4","4","4","4","4","4","4","4","4","6","4","4","4","4","7","0"
"TATA-TELE_AS45820","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"T-COM-2_AS10199","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"T-COM_AS17908","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"VODAFONE_AS38266","0","0","0","0","0","0","0","4","0","6","0","2","1","0","7","0","0","0","0","0","0","0","2","0","2","0","0","0","0","0","0"
"VODA-IDEA_AS55410","0","0","0","0","0","0","0","0","0","0","0","0","0","0","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"YOU-BROAD_AS18207","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","21","0","0","0","0","0","0","0","0","0","0","2","0","0","0"
